ZipCode,GeographicAreaName,Under5,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80to84,over85,Median age (years)
 16110,ZCTA5 16110,590,477,405,402,505,501,476,312,336,399,395,505,434,306,218,97,122,45,33.8
 16111,ZCTA5 16111,354,437,459,600,522,249,174,309,212,190,167,129,263,167,166,197,159,41,25.4
 16112,ZCTA5 16112,366,273,228,190,99,211,197,181,292,191,365,204,262,121,135,67,63,0,39.6
 16113,ZCTA5 16113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,-
 16114,ZCTA5 16114,230,393,322,212,200,79,289,71,111,154,161,89,38,78,36,50,13,19,22.7
 16115,ZCTA5 16115,333,342,324,321,143,170,73,246,170,347,158,168,177,262,270,60,27,19,37.8
 16116,ZCTA5 16116,280,389,439,305,239,386,482,361,408,336,639,444,1074,498,408,559,186,63,51.3
 16117,ZCTA5 16117,799,895,975,888,609,653,651,598,780,480,628,628,639,517,470,192,157,171,34
 16118,ZCTA5 16118,2428,2579,3079,2751,2836,1959,2554,2475,2815,2894,2601,3265,2805,3226,2087,1711,1700,1628,43.8
 16119,ZCTA5 16119,1291,1150,1322,1257,1296,1187,1531,935,1500,1512,1743,1416,1596,1182,1165,1170,928,387,44.7
 16120,ZCTA5 16120,681,489,390,392,608,693,1063,470,385,484,802,525,427,461,642,100,152,87,35.5
 16121,ZCTA5 16121,13,0,0,18,0,15,10,17,0,0,0,31,0,50,0,14,0,0,55.4
 16122,ZCTA5 16122,339,344,554,1809,2523,575,371,336,515,586,516,768,695,525,333,306,182,249,26.3
 16123,ZCTA5 16123,1147,1237,1305,562,862,1346,1272,1390,1176,1344,1119,1847,1360,1313,1141,673,383,425,43.5
 16124,ZCTA5 16124,484,505,438,489,343,480,687,577,574,430,492,465,638,450,332,148,94,245,39.4
 16125,ZCTA5 16125,658,556,551,589,529,334,276,280,479,450,346,439,492,242,180,277,100,146,34.1
 16126,ZCTA5 16126,1177,921,1125,1177,964,731,734,797,741,866,706,1041,996,675,970,491,545,646,40.2
 16127,ZCTA5 16127,279,352,443,389,654,200,138,169,354,191,299,296,463,190,230,301,126,80,39.1
 16128,ZCTA5 16128,436,481,315,431,272,260,220,346,232,268,192,149,175,304,52,62,58,24,29
 16129,ZCTA5 16129,591,362,313,224,243,416,218,120,157,111,206,233,220,282,150,111,69,47,28.1
 16130,ZCTA5 16130,174,225,150,104,111,58,52,162,67,59,258,319,120,141,55,62,60,52,46.4
 16131,ZCTA5 16131,985,724,992,1020,578,591,875,724,648,593,631,591,914,611,522,393,253,505,36.9
 16132,ZCTA5 16132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16133,ZCTA5 16133,756,523,573,371,357,438,455,495,289,504,445,528,474,600,241,229,77,105,38.2
 16134,ZCTA5 16134,0,0,0,29,16,0,13,0,0,33,38,37,0,10,0,19,0,17,53.1
 16135,ZCTA5 16135,348,279,310,277,314,309,269,107,126,251,155,123,368,157,111,96,102,122,31.4
 16136,ZCTA5 16136,0,0,60,0,0,0,0,0,0,0,30,32,0,0,0,0,0,0,51
 16137,ZCTA5 16137,369,908,628,751,349,350,436,389,455,376,511,390,532,225,254,64,140,515,35.3
 16138,ZCTA5 16138,521,618,442,296,232,465,246,273,453,234,150,393,623,380,514,220,144,205,42
 16139,ZCTA5 16139,0,0,0,0,10,9,0,0,0,9,0,9,0,62,9,18,0,0,68.4
 16140,ZCTA5 16140,178,79,89,125,46,37,137,124,106,46,79,61,153,154,55,41,80,25,39.9
 16141,ZCTA5 16141,541,420,686,860,652,903,617,524,523,555,655,781,645,699,667,440,685,668,45.3
 16142,ZCTA5 16142,3109,2891,3819,3412,2505,3069,3395,3503,3509,3397,3751,3533,3855,3803,3007,2773,1271,1562,43.9
 16143,ZCTA5 16143,2949,2701,3710,3108,3482,4166,3199,3398,3776,2394,2963,2709,3440,2646,1611,1352,1105,1475,37.4
 16144,ZCTA5 16144,4370,4064,4721,4442,4995,5510,5908,5112,3725,3678,3061,3824,3741,4134,2482,1958,1110,1056,34.9
 16145,ZCTA5 16145,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,115,36,151,81
 16146,ZCTA5 16146,2375,2780,1940,3964,3649,3407,2715,2223,2211,2074,2396,2869,2472,2523,2200,1345,758,1408,36.8
 16147,ZCTA5 16147,527,550,532,625,725,528,742,740,626,690,618,712,913,629,474,517,280,225,43.3
 16148,ZCTA5 16148,4,14,7,11,2,5,5,16,3,15,21,26,17,8,38,40,6,7,58.9
 16149,ZCTA5 16149,95,91,146,101,72,74,118,121,71,96,106,88,96,90,83,75,34,15,38.2
 16150,ZCTA5 16150,2,2,5,6,0,1,2,5,5,5,0,5,10,1,11,4,0,1,49.5
 16151,ZCTA5 16151,322,341,288,256,356,283,207,218,238,228,307,400,262,213,263,239,112,186,41.2
 16152,ZCTA5 16152,0,0,0,0,0,0,0,0,0,2,0,0,1,6,1,15,0,3,76.3
 16153,ZCTA5 16153,152,149,330,194,118,174,292,237,288,318,431,387,479,319,294,230,116,110,50.6
 16154,ZCTA5 16154,6,0,5,0,0,0,12,0,1,6,4,31,30,12,6,14,7,3,61.8
 16155,ZCTA5 16155,0,0,0,0,0,0,0,0,0,0,0,0,11,0,36,0,0,0,-
 16156,ZCTA5 16156,2,2,1,2,9,0,6,0,9,9,10,22,22,26,24,9,6,0,61.4
 16157,ZCTA5 16157,283,364,517,400,203,331,426,354,406,457,575,457,521,485,266,287,111,123,45
 16158,ZCTA5 16158,0,0,0,0,0,1,2,0,0,0,1,2,8,5,2,1,2,1,61.9
 16159,ZCTA5 16159,700,715,990,698,571,342,673,740,792,739,919,890,798,619,753,363,323,300,44.1
 16160,ZCTA5 16160,12,0,0,0,12,0,0,0,0,2,7,3,2,5,4,9,0,0,53.3
 16161,ZCTA5 16161,154,176,113,188,83,120,160,109,250,124,209,309,184,275,176,106,69,55,48.3
 16162,ZCTA5 16162,782,741,652,1351,2535,1230,925,954,880,776,917,1151,1128,1062,731,573,498,608,37.8
 16163,ZCTA5 16163,260,362,376,307,266,128,121,142,245,158,170,158,278,153,127,68,46,47,30.3
 16164,ZCTA5 16164,8,10,9,15,0,31,0,6,11,4,4,14,16,3,9,0,3,10,36.6
 16165,ZCTA5 16165,4,17,9,13,19,14,11,23,11,7,46,26,12,33,9,11,1,8,51.4
 16166,ZCTA5 16166,36,32,1,0,2,8,26,0,11,1,0,0,20,0,0,0,0,0,12.5
 16167,ZCTA5 16167,385,501,467,492,489,434,358,388,374,478,430,442,532,429,414,244,125,198,41.4
 16168,ZCTA5 16168,364,315,379,300,170,293,365,213,280,342,309,321,446,297,252,151,80,52,41.3
 16169,ZCTA5 16169,631,509,829,636,674,459,646,840,657,728,696,945,1041,814,747,373,543,468,46.2
 16170,ZCTA5 16170,658,794,685,549,530,1055,1152,755,865,757,873,888,704,910,432,394,224,190,40.1
 16171,ZCTA5 16171,30,35,32,25,33,80,28,99,57,86,60,55,88,87,77,59,42,9,48.6
 16172,ZCTA5 16172,46,20,46,25,17,39,39,24,28,41,37,13,42,55,41,11,19,5,42.8
 16173,ZCTA5 16173,16,16,25,14,26,32,19,13,30,45,17,73,22,75,17,10,2,3,49.6
 16174,ZCTA5 16174,7,0,0,20,9,42,12,1,10,17,47,33,21,14,15,5,4,3,51.1
 16175,ZCTA5 16175,104,107,123,104,168,95,116,67,137,139,118,216,239,200,197,112,112,51,52.2
 16176,ZCTA5 16176,45,103,66,128,64,40,87,62,57,152,109,60,63,97,65,45,18,5,43.1
 16177,ZCTA5 16177,8,61,28,44,16,15,17,8,22,23,27,44,26,29,23,22,15,14,46
 16178,ZCTA5 16178,0,0,0,0,0,0,0,0,2,2,9,2,6,4,6,11,0,0,65.5
 16179,ZCTA5 16179,99,171,232,150,129,116,151,172,200,161,177,237,310,265,195,70,84,59,47.1
 16180,ZCTA5 16180,167,137,137,99,124,168,111,125,136,157,135,178,172,270,125,107,68,37,45.5
 16181,ZCTA5 16181,26,90,61,53,42,47,43,65,87,79,106,68,68,65,39,52,36,24,45.6
 16182,ZCTA5 16182,2,1,1,4,16,4,23,3,7,11,22,16,22,19,9,18,5,2,54.7
 16183,ZCTA5 16183,446,537,445,333,355,342,541,509,269,248,513,372,450,433,338,237,225,116,39
 16184,ZCTA5 16184,33,4,17,0,0,0,35,0,0,3,6,11,3,8,2,6,0,2,31.7
 16185,ZCTA5 16185,0,0,0,0,69,54,0,0,0,0,0,0,0,0,9,0,0,0,25
 16186,ZCTA5 16186,735,1078,1086,903,981,974,946,693,979,1038,1158,1093,1155,1175,853,535,438,416,43.5
 16187,ZCTA5 16187,251,203,228,111,228,679,619,751,606,598,418,419,247,164,142,47,15,37,38.8
 16188,ZCTA5 16188,108,61,134,56,49,99,82,83,50,76,126,123,94,96,95,67,27,48,46.8
 16189,ZCTA5 16189,115,144,191,120,69,115,128,134,109,106,110,113,147,94,149,85,61,58,40.8
 16190,ZCTA5 16190,197,170,238,383,261,298,292,230,223,224,445,375,356,391,417,150,91,63,47.4
 16191,ZCTA5 16191,1204,1280,1321,3519,4401,1645,1451,1354,1644,1525,1250,1620,2040,1661,1221,820,463,706,33.9
 16192,ZCTA5 16192,250,269,314,259,261,282,292,230,362,238,414,348,410,555,345,186,123,179,47.8
 16193,ZCTA5 16193,1127,1069,1012,1141,892,1071,1396,1117,1145,1123,1114,1267,1503,1058,1089,675,519,618,43
 16194,ZCTA5 16194,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,-
 16195,ZCTA5 16195,70,68,95,103,86,46,38,41,83,92,101,121,85,75,89,56,29,26,46.4
 16196,ZCTA5 16196,52,32,226,312,96,213,115,187,217,291,276,365,436,397,185,167,36,115,52.6
 16197,ZCTA5 16197,24,33,73,41,76,31,20,44,31,43,47,62,61,76,56,12,42,65,50.1
 16198,ZCTA5 16198,8,8,23,21,4,10,21,21,11,9,20,10,23,22,10,4,8,11,41.8
 16199,ZCTA5 16199,97,84,104,115,138,107,103,92,90,137,147,131,173,119,138,95,61,40,47.4
 16200,ZCTA5 16200,21,28,38,53,4,63,36,35,41,30,36,77,57,46,35,36,8,10,47.3
 16201,ZCTA5 16201,178,136,77,221,190,238,205,230,63,213,243,331,320,257,221,118,129,128,50
 16202,ZCTA5 16202,10,14,41,30,0,1,8,7,21,23,1,0,5,1,0,0,0,0,15.8
 16203,ZCTA5 16203,35,20,17,22,20,17,6,0,29,21,4,9,5,10,4,3,0,2,23.6
 16204,ZCTA5 16204,653,615,806,3045,1980,786,1001,1106,938,832,849,1094,970,1222,604,793,402,974,36.7
 16205,ZCTA5 16205,62,0,15,0,0,81,0,0,83,5,14,0,9,24,7,0,35,28,41.5
 16206,ZCTA5 16206,287,381,353,223,230,157,227,306,209,256,307,459,424,366,182,318,107,60,46.5
 16207,ZCTA5 16207,389,399,528,557,503,429,381,477,480,530,694,546,627,474,420,306,232,202,44.4
 16208,ZCTA5 16208,779,793,666,580,762,650,751,290,517,571,626,624,792,609,447,307,178,285,37.2
 16209,ZCTA5 16209,96,159,196,227,74,89,80,117,92,120,82,199,132,131,96,45,27,89,39.4
 16210,ZCTA5 16210,170,232,170,243,231,160,159,222,239,261,234,280,269,249,172,119,76,197,45.4
 16211,ZCTA5 16211,619,541,854,585,843,710,636,637,560,723,639,840,989,737,351,506,355,354,42.9
 16212,ZCTA5 16212,64,54,35,19,0,109,32,120,15,0,0,38,16,29,26,14,28,18,33.4
 16213,ZCTA5 16213,327,386,270,523,351,359,477,497,502,436,355,564,596,557,421,221,151,239,44.6
 16214,ZCTA5 16214,168,184,274,261,149,138,146,206,178,225,341,260,168,164,113,90,56,44,41.9
 16215,ZCTA5 16215,35,36,63,36,27,70,38,43,77,24,49,71,58,78,27,28,19,14,43.3
 16216,ZCTA5 16216,81,47,164,233,210,46,186,128,266,248,437,271,258,209,191,93,1,38,49.3
 16217,ZCTA5 16217,186,447,529,301,159,215,454,509,349,524,652,584,557,708,467,387,297,383,51.6
 16218,ZCTA5 16218,7,0,0,0,21,0,0,0,0,0,16,10,0,0,9,0,2,0,53.3
 16219,ZCTA5 16219,112,173,106,144,118,120,113,175,198,149,202,258,178,254,244,82,98,85,49.9
 16220,ZCTA5 16220,197,134,179,96,50,95,223,155,174,168,147,156,196,231,110,99,58,17,43.1
 16221,ZCTA5 16221,23,9,0,0,0,4,3,21,19,0,14,15,0,0,17,0,0,0,40.1
 16222,ZCTA5 16222,13,16,30,96,65,0,13,23,54,44,7,44,43,11,62,18,0,0,40.8
 16223,ZCTA5 16223,210,212,153,209,198,139,162,121,114,85,88,139,184,125,96,81,54,32,32
 16224,ZCTA5 16224,0,0,0,0,7,11,0,4,0,0,3,3,3,0,0,0,0,2,26.9
 16225,ZCTA5 16225,408,277,248,338,587,859,938,846,693,547,611,902,772,521,453,402,314,189,43.3
 16226,ZCTA5 16226,10,32,9,14,4,13,8,20,0,11,14,6,16,16,2,4,4,8,36.5
 16227,ZCTA5 16227,34,81,21,61,40,75,61,54,62,86,109,87,39,29,111,67,19,21,48.8
 16228,ZCTA5 16228,645,511,650,1532,1709,757,860,848,559,723,712,836,1022,750,870,447,460,456,38.6
 16229,ZCTA5 16229,582,621,539,495,640,384,509,690,481,699,674,643,577,579,460,195,163,226,41.1
 16230,ZCTA5 16230,58,208,66,138,82,129,144,163,48,132,82,182,118,143,126,92,70,55,42.8
 16231,ZCTA5 16231,70,61,99,52,93,91,71,45,86,93,80,116,125,173,73,84,46,76,50.4
 16232,ZCTA5 16232,0,0,0,11,0,0,0,0,0,15,15,3,2,0,0,0,0,0,46.8
 16233,ZCTA5 16233,115,106,20,64,67,160,108,63,96,65,88,113,66,138,102,34,17,17,40.6
 16234,ZCTA5 16234,27,14,2,8,32,10,15,9,41,0,18,3,9,16,9,4,4,0,37.3
 16235,ZCTA5 16235,6,15,11,12,2,3,23,0,18,13,14,17,23,20,27,12,2,3,52.9
 16236,ZCTA5 16236,6,18,19,20,0,0,0,18,0,43,76,0,25,28,114,77,139,74,70.8
 16237,ZCTA5 16237,48,117,203,0,0,50,73,169,36,39,0,0,0,0,34,0,41,0,28.7
 16238,ZCTA5 16238,25,9,28,63,56,18,23,6,16,53,28,22,75,49,0,25,13,5,46.5
 16239,ZCTA5 16239,168,174,194,348,140,81,159,127,213,240,281,190,167,159,132,95,97,32,42.9
 16240,ZCTA5 16240,1304,1309,1129,1471,1044,1142,1686,1393,1275,1252,1707,1772,1682,1367,1247,632,547,916,43.9
 16241,ZCTA5 16241,0,2,14,10,10,3,0,4,27,15,19,26,11,24,33,36,6,2,58.7
 16242,ZCTA5 16242,232,268,219,92,372,522,446,478,638,482,528,669,570,458,357,177,64,152,45.8
 16243,ZCTA5 16243,340,267,315,365,268,202,292,281,269,425,406,368,237,338,345,155,113,26,43.2
 16244,ZCTA5 16244,0,0,0,13,0,0,0,11,13,59,23,40,67,40,22,22,6,0,60
 16245,ZCTA5 16245,28,21,16,30,6,32,13,27,24,22,11,30,37,28,13,5,8,5,40.6
 16246,ZCTA5 16246,54,86,64,64,106,79,127,102,88,44,105,69,119,83,87,33,28,34,40.1
 16247,ZCTA5 16247,14,13,20,13,16,6,2,11,18,36,3,21,29,30,8,12,13,7,48.4
 16248,ZCTA5 16248,312,235,410,317,398,991,815,811,988,726,618,572,358,388,251,188,276,205,41.1
 16249,ZCTA5 16249,0,0,0,0,0,0,0,20,0,20,0,24,20,0,17,39,38,0,74.3
 16250,ZCTA5 16250,9,22,44,26,14,1,13,31,28,7,6,14,11,17,11,6,7,12,38.4
 16251,ZCTA5 16251,29,103,125,69,16,31,156,94,165,95,110,138,100,84,143,28,29,57,44.3
 16252,ZCTA5 16252,26,81,98,90,6,97,57,68,75,58,23,53,72,130,22,13,8,12,38
 16253,ZCTA5 16253,64,108,78,127,78,195,395,129,167,149,125,121,294,152,169,94,45,0,42.4
 16254,ZCTA5 16254,41,40,66,37,29,28,75,32,67,24,56,42,41,33,32,33,44,24,42.6
 16255,ZCTA5 16255,0,0,0,0,0,0,6,0,0,6,0,0,15,0,0,0,0,0,62.1
 16256,ZCTA5 16256,5,0,0,5,15,17,38,31,0,0,4,2,10,3,25,1,0,0,32.8
 16257,ZCTA5 16257,7,3,6,0,0,16,3,29,0,82,20,59,13,4,9,13,0,11,47.8
 16258,ZCTA5 16258,0,7,13,39,0,21,0,0,31,28,7,87,0,8,0,0,9,0,45.7
 16259,ZCTA5 16259,204,454,227,235,101,276,198,379,187,298,304,329,223,227,121,125,85,132,39.8
 16260,ZCTA5 16260,0,0,0,0,10,0,4,3,5,3,5,4,35,19,28,15,8,2,65.4
 16261,ZCTA5 16261,30,0,28,14,72,67,36,0,0,11,30,25,16,16,0,0,0,0,26.4
 16262,ZCTA5 16262,3,12,18,11,16,0,13,16,23,18,18,6,18,18,18,5,10,6,45.4
 16263,ZCTA5 16263,10,13,20,30,12,2,17,13,24,33,14,55,28,21,16,15,9,1,47.6
 16264,ZCTA5 16264,202,157,335,309,391,335,123,338,149,206,528,445,447,208,101,115,94,100,43
 16265,ZCTA5 16265,21,7,46,23,14,62,6,13,68,31,35,23,27,7,3,5,10,9,41.4
 16266,ZCTA5 16266,52,102,101,140,57,77,107,52,60,129,69,124,94,63,123,39,47,18,43.5
 16267,ZCTA5 16267,186,201,270,282,164,70,209,282,220,261,253,188,315,523,278,254,92,187,49.6
 16268,ZCTA5 16268,452,486,362,408,186,291,234,360,426,506,465,505,631,421,476,293,105,176,47.7
 16269,ZCTA5 16269,277,335,727,584,386,523,300,532,573,458,742,803,709,567,814,449,170,380,49.3
 16270,ZCTA5 16270,77,83,108,35,36,36,36,75,37,64,39,51,70,56,40,34,20,31,37.1
 16271,ZCTA5 16271,133,69,94,81,74,49,96,162,122,163,126,62,235,206,67,65,64,59,48.5
 16272,ZCTA5 16272,61,74,165,117,134,114,102,134,123,174,168,200,189,206,141,100,50,46,48.4
 16273,ZCTA5 16273,13,19,28,19,13,6,11,21,9,20,28,22,15,49,13,5,9,2,47.3
 16274,ZCTA5 16274,132,148,140,135,206,269,199,198,145,220,189,260,253,260,121,118,75,101,45.7
 16275,ZCTA5 16275,512,740,401,627,966,954,535,622,400,568,930,811,637,924,534,394,507,286,44
 16276,ZCTA5 16276,57,19,16,37,43,18,68,21,16,0,11,0,0,51,11,20,0,0,33.1
 16277,ZCTA5 16277,233,552,510,206,580,374,224,330,285,448,415,310,389,234,264,222,144,253,39.7
 16278,ZCTA5 16278,36,85,92,78,47,8,19,40,76,33,52,50,38,4,35,25,6,15,35.3
 16279,ZCTA5 16279,0,0,0,0,0,0,0,14,0,0,0,0,36,14,0,0,0,0,61.9
 16280,ZCTA5 16280,143,98,199,201,256,169,191,130,230,170,152,154,228,275,214,67,94,68,42.9
 16281,ZCTA5 16281,111,172,137,148,117,160,188,144,125,126,200,191,201,116,126,82,96,109,43.8
 16282,ZCTA5 16282,8,7,21,0,23,6,11,12,46,21,14,28,34,27,45,29,62,10,61.5
 16283,ZCTA5 16283,56,53,188,93,168,54,38,118,108,90,41,92,135,73,31,33,14,76,38.8
 16284,ZCTA5 16284,37,87,57,63,48,44,65,70,97,111,64,103,132,99,96,50,31,41,48.3
 16285,ZCTA5 16285,430,482,387,282,316,308,367,451,315,446,301,393,198,385,292,178,91,17,37.5
 16286,ZCTA5 16286,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,-
 16287,ZCTA5 16287,915,981,1411,1213,1048,890,954,1429,1183,1054,1018,1243,1207,1214,804,759,301,338,40.5
 16288,ZCTA5 16288,417,734,990,793,923,498,529,641,957,775,912,675,862,460,770,661,358,434,43.5
 16289,ZCTA5 16289,1444,1185,1890,4176,4556,2712,1835,2170,1688,1936,1561,1864,1780,1658,1092,785,465,675,32.3
 16290,ZCTA5 16290,2449,2238,2784,2100,1998,1739,2648,2317,2304,1962,2329,2749,2766,2832,2616,1592,1317,1847,44.4
 16291,ZCTA5 16291,1440,1263,1504,2182,2881,2539,2468,2067,2090,1960,1510,1825,1940,1679,1299,1157,680,995,38.2
 16292,ZCTA5 16292,1208,664,1325,1732,1500,664,1542,1159,1257,1182,1365,1802,1537,1337,896,844,434,705,43.2
 16293,ZCTA5 16293,18,3,38,26,46,54,28,40,89,18,52,44,50,18,22,26,8,6,41.1
 16294,ZCTA5 16294,955,733,1185,694,303,930,620,1093,856,843,609,1083,888,548,435,260,88,214,39.3
 16295,ZCTA5 16295,673,278,607,653,812,404,834,579,752,608,644,538,687,422,417,236,141,183,39.2
 16296,ZCTA5 16296,348,475,483,1065,635,313,333,740,353,498,580,880,822,652,343,276,233,199,42.3
 16297,ZCTA5 16297,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,51.6
 16298,ZCTA5 16298,621,830,721,887,499,815,683,881,891,899,1050,1114,1410,1220,736,428,404,443,47.8
 16299,ZCTA5 16299,317,447,482,481,429,240,349,480,391,451,695,698,604,392,396,255,128,125,45.9
 16300,ZCTA5 16300,47,19,69,231,570,131,44,99,101,596,252,326,455,171,125,54,17,159,48.2
 16301,ZCTA5 16301,689,857,950,1089,1098,758,1055,788,1077,1140,1588,1151,1275,1531,799,636,163,446,45.7
 16302,ZCTA5 16302,423,330,313,309,338,365,380,273,355,272,355,351,445,371,432,139,154,14,40.7
 16303,ZCTA5 16303,2096,2556,2566,4194,3771,3129,3121,2721,3089,2546,2780,3179,2570,2159,1962,1119,547,713,36.7
 16304,ZCTA5 16304,1500,1252,1827,1510,1546,1907,1926,1759,1439,1675,2282,2347,2234,1982,1406,1245,689,1037,45.3
 16305,ZCTA5 16305,0,45,0,0,0,0,0,43,54,0,0,0,0,0,0,0,0,0,35.6
 16306,ZCTA5 16306,1012,896,1133,973,1290,1159,1154,1310,1152,1308,1552,1141,1364,1142,917,486,295,443,42.9
 16307,ZCTA5 16307,176,73,291,195,146,124,190,206,65,210,244,383,479,237,136,168,45,22,50.2
 16308,ZCTA5 16308,1453,1577,1753,2076,1736,2109,2387,2038,1808,1569,1975,1801,1842,1538,1426,887,590,721,38.9
 16309,ZCTA5 16309,106,133,165,159,255,76,157,171,229,175,246,96,154,107,147,31,55,103,41.7
 16310,ZCTA5 16310,178,502,327,367,267,242,220,499,318,271,356,395,250,156,267,213,67,65,37.9
 16311,ZCTA5 16311,596,645,631,697,406,496,568,725,811,691,998,710,938,714,630,394,568,578,48.2
 16312,ZCTA5 16312,0,17,131,121,335,196,31,6,112,205,60,70,49,50,52,16,85,5,27.8
 16313,ZCTA5 16313,652,507,567,511,510,520,719,492,445,482,768,738,879,553,652,278,412,303,46
 16314,ZCTA5 16314,11,0,31,40,26,18,25,14,0,64,119,156,83,27,25,69,20,0,55.4
 16315,ZCTA5 16315,1077,2484,1908,1624,1292,872,1119,1494,2377,1985,2149,1716,1520,1731,1296,1018,457,603,43.6
 16316,ZCTA5 16316,10,12,0,0,0,11,25,0,0,0,51,0,62,29,71,9,0,0,62.9
 16317,ZCTA5 16317,1410,1664,1749,1809,840,1449,1385,1852,1570,1798,1815,2100,1834,1415,1633,917,674,1198,44.5
 16318,ZCTA5 16318,12,17,0,0,18,13,0,0,3,0,32,0,0,103,50,0,23,0,67.4
 16319,ZCTA5 16319,396,209,312,268,360,251,429,388,266,354,476,427,553,393,256,130,47,97,43.3
 16320,ZCTA5 16320,638,1117,1230,809,808,1452,1375,1047,1062,1194,1238,1518,1553,1118,1223,880,467,437,45.1
 16321,ZCTA5 16321,346,526,606,689,374,507,290,451,353,628,722,917,705,379,300,285,282,233,46.9
 16322,ZCTA5 16322,6,36,10,6,0,0,7,0,9,81,14,11,4,27,82,19,23,5,56.1
 16323,ZCTA5 16323,309,585,631,688,474,857,595,596,637,795,1023,735,836,467,936,464,328,151,47.6
 16324,ZCTA5 16324,299,289,349,443,451,545,429,244,456,479,463,617,345,299,384,200,255,390,44.3
 16325,ZCTA5 16325,628,678,653,851,670,599,628,608,686,764,735,1211,594,585,594,321,369,97,42.2
 16326,ZCTA5 16326,217,262,423,325,235,176,342,264,377,330,388,473,542,430,227,243,104,65,46
 16327,ZCTA5 16327,125,203,190,302,134,179,148,150,225,224,202,228,166,174,189,80,147,86,42.8
 16328,ZCTA5 16328,98,161,43,79,195,187,94,142,111,65,160,186,217,228,99,137,61,40,49
 16329,ZCTA5 16329,334,437,656,658,379,265,282,533,409,467,716,437,491,459,431,275,163,151,43.6
 16330,ZCTA5 16330,52,104,34,0,37,0,0,106,106,54,0,39,0,18,0,0,0,0,35.9
 16331,ZCTA5 16331,754,757,750,542,365,789,850,697,671,694,548,895,746,652,648,470,288,135,41.3
 16332,ZCTA5 16332,0,20,59,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,14.1
 16333,ZCTA5 16333,26,30,19,81,32,15,65,42,19,65,71,20,37,27,17,14,8,6,39
 16334,ZCTA5 16334,16,48,83,77,45,38,33,75,81,66,94,51,45,73,29,23,8,2,41.6
 16335,ZCTA5 16335,0,26,86,38,0,40,0,13,13,60,0,53,135,44,0,0,13,0,49.3
 16336,ZCTA5 16336,0,50,24,118,117,23,10,70,20,33,92,55,62,32,19,14,23,0,35.9
 16337,ZCTA5 16337,340,452,449,484,404,416,377,479,448,468,653,629,714,693,440,271,178,223,47.5
 16338,ZCTA5 16338,355,167,281,438,283,388,282,336,311,420,580,560,465,379,281,185,56,121,45.8
 16339,ZCTA5 16339,110,178,240,105,104,188,79,149,177,145,260,238,289,242,243,152,84,95,51.7
 16340,ZCTA5 16340,267,238,343,248,767,948,670,188,386,507,292,287,129,231,57,38,41,36,30.3
 16341,ZCTA5 16341,3878,4254,5027,4021,4295,3745,3982,4030,2760,2028,3094,3171,2472,2197,988,674,475,549,30.5
 16342,ZCTA5 16342,3271,2634,2656,3193,3045,3858,3480,2797,2796,2832,2480,3846,3299,2455,2151,1435,868,1248,38.2
 16343,ZCTA5 16343,2689,2535,2481,3565,3420,2662,3098,3030,2805,2710,2407,2321,2855,2849,2267,1649,1074,1842,39.4
 16344,ZCTA5 16344,390,526,444,287,192,378,192,533,327,411,560,637,421,325,445,325,119,247,45.9
 16345,ZCTA5 16345,1070,1108,993,1351,1284,1412,1629,978,1347,1238,807,934,993,841,679,498,271,312,35.1
 16346,ZCTA5 16346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 16347,ZCTA5 16347,1845,2057,2220,2380,2350,2130,1394,1994,2030,2050,1874,1836,2331,1094,1142,1512,755,525,37.9
 16348,ZCTA5 16348,769,909,867,746,1049,672,699,615,755,679,802,1090,847,788,920,384,347,371,42
 16349,ZCTA5 16349,294,230,337,361,374,320,470,294,349,590,472,433,944,644,512,375,190,55,50.1
 16350,ZCTA5 16350,40,39,82,35,0,40,57,71,16,36,114,191,117,128,31,15,28,38,55.5
 16351,ZCTA5 16351,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,85.1
 16352,ZCTA5 16352,76,87,89,75,145,82,84,172,120,123,201,172,139,204,191,107,48,49,50.5
 16353,ZCTA5 16353,48,71,103,105,65,30,48,193,63,43,128,105,72,86,63,32,46,44,40.3
 16354,ZCTA5 16354,165,148,127,170,144,142,138,143,134,106,118,293,93,154,49,41,34,115,38.8
 16355,ZCTA5 16355,8,35,58,53,27,41,67,53,62,65,65,132,98,125,37,60,56,10,54.5
 16356,ZCTA5 16356,25,13,25,12,19,13,33,17,7,12,25,21,20,18,28,1,0,14,39.1
 16357,ZCTA5 16357,0,25,90,0,0,0,131,0,0,0,44,22,0,12,117,0,0,0,34.1
 16358,ZCTA5 16358,423,440,789,932,622,447,231,526,658,722,795,630,745,767,519,243,240,229,44.6
 16359,ZCTA5 16359,0,0,0,0,0,39,0,36,0,0,0,0,0,0,0,0,0,0,-
