ZipCode,GeographicAreaName,Under5,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80to84,over85,Median age (years)
 15001,ZCTA5 15001,1057,1712,1781,1230,1532,1673,1788,2291,2218,1926,2207,2534,3617,2299,1773,939,917,743,47.5
 15002,ZCTA5 15002,493,767,721,552,636,942,742,510,742,830,725,811,896,664,667,293,188,227,41.8
 15003,ZCTA5 15003,0,0,0,37,21,76,6,0,20,34,49,14,26,33,0,0,0,0,40.9
 15004,ZCTA5 15004,352,392,356,557,518,420,503,533,522,610,641,746,810,856,730,335,275,324,49.8
 15005,ZCTA5 15005,19,0,50,30,14,0,20,19,15,16,0,42,0,0,23,25,0,0,38.2
 15006,ZCTA5 15006,34,32,0,0,0,21,18,17,0,0,0,0,59,58,46,64,47,86,71.2
 15007,ZCTA5 15007,817,805,1222,982,325,781,823,911,1176,881,1090,933,1198,1013,871,741,638,515,45.1
 15008,ZCTA5 15008,1846,1714,1285,2165,2044,1532,1923,1776,1350,1416,1569,1705,1979,2076,1364,926,842,1011,39.9
 15009,ZCTA5 15009,884,748,673,650,878,848,855,894,752,1044,731,1442,1163,1291,725,659,513,551,47.4
 15010,ZCTA5 15010,139,81,179,117,243,139,155,237,204,143,219,446,237,346,106,57,46,36,46.9
 15011,ZCTA5 15011,86,84,103,95,42,4,29,136,72,73,91,143,92,95,114,58,29,26,47
 15012,ZCTA5 15012,1048,1029,1094,716,665,986,1122,1531,1105,578,1386,1050,1203,1171,988,593,323,820,42.8
 15013,ZCTA5 15013,57,0,38,50,43,44,45,16,60,0,84,33,238,28,28,122,0,7,55.4
 15014,ZCTA5 15014,107,76,74,43,88,134,133,35,71,58,121,154,100,73,85,80,28,92,47.4
 15015,ZCTA5 15015,0,0,0,0,52,60,136,0,0,0,0,182,37,12,48,40,0,0,58.2
 15016,ZCTA5 15016,225,312,335,407,500,381,259,356,353,348,553,489,692,429,369,323,155,213,48.7
 15017,ZCTA5 15017,444,599,490,701,543,535,383,502,815,856,609,769,701,717,537,380,203,464,45.4
 15018,ZCTA5 15018,499,314,514,447,379,499,807,439,382,632,782,843,578,793,448,320,179,252,47
 15019,ZCTA5 15019,879,942,1184,760,849,961,786,1043,1278,805,770,992,1489,1417,949,435,535,732,43.8
 15020,ZCTA5 15020,253,320,235,69,430,128,209,381,188,187,325,254,268,211,145,175,84,48,38
 15021,ZCTA5 15021,110,130,80,136,57,159,202,106,84,123,166,132,143,131,101,137,137,85,46.1
 15022,ZCTA5 15022,3,8,0,9,8,6,10,11,1,15,20,6,10,26,7,9,10,15,54.6
 15023,ZCTA5 15023,71,98,86,17,52,44,60,79,76,60,122,95,68,43,20,3,44,15,41.1
 15024,ZCTA5 15024,13,14,13,31,31,124,30,14,0,26,47,11,27,0,26,21,0,0,29.7
 15025,ZCTA5 15025,152,497,226,181,89,244,571,138,118,473,298,414,427,231,277,132,76,78,47.1
 15026,ZCTA5 15026,47,32,14,132,76,124,80,107,82,182,50,95,188,118,100,75,24,88,47.9
 15027,ZCTA5 15027,18,124,50,114,78,216,124,86,112,159,157,110,213,184,133,90,28,78,48.1
 15028,ZCTA5 15028,504,772,468,361,536,528,757,545,544,713,534,558,1107,704,623,440,258,428,46.6
 15029,ZCTA5 15029,0,0,20,28,0,0,0,0,40,0,0,42,22,39,0,36,21,0,58.7
 15030,ZCTA5 15030,316,385,445,315,345,490,461,367,251,327,324,442,610,802,616,462,492,309,52.6
 15031,ZCTA5 15031,141,145,78,116,178,175,27,119,42,163,113,279,180,264,108,60,14,7,47.9
 15032,ZCTA5 15032,1548,1494,1392,2020,1348,1017,1582,1395,1577,1555,2415,2299,2423,1955,1668,1184,603,771,47.8
 15033,ZCTA5 15033,347,249,188,270,234,395,318,361,218,292,319,443,153,174,214,155,60,49,38.5
 15034,ZCTA5 15034,95,142,132,161,61,200,108,109,84,107,181,211,206,267,128,75,99,89,50.8
 15035,ZCTA5 15035,0,0,0,0,21,0,0,30,0,1,0,55,40,0,0,0,17,18,55.7
 15036,ZCTA5 15036,18,30,26,36,15,38,48,35,28,30,85,89,158,70,81,40,34,24,57.8
 15037,ZCTA5 15037,143,166,142,116,111,141,161,192,104,107,223,291,171,119,140,106,38,5,43.1
 15038,ZCTA5 15038,37,47,0,13,8,32,8,39,20,0,14,24,77,69,37,0,12,0,56.1
 15039,ZCTA5 15039,170,94,235,185,158,189,181,187,211,155,170,238,257,187,143,122,98,44,42.5
 15040,ZCTA5 15040,0,0,0,0,0,14,0,0,0,0,0,21,21,7,7,0,0,0,59
 15041,ZCTA5 15041,67,0,0,15,25,82,53,20,65,0,0,29,0,30,7,0,27,27,33.6
 15042,ZCTA5 15042,63,9,23,0,27,47,81,76,119,9,68,80,115,125,71,146,63,24,58.5
 15043,ZCTA5 15043,49,83,47,75,29,49,67,72,110,56,64,43,83,94,74,23,33,6,43.2
 15044,ZCTA5 15044,1144,1579,1183,1123,686,611,641,1731,1289,1243,1014,1369,1185,959,592,518,241,332,40.1
 15045,ZCTA5 15045,311,254,308,309,206,160,348,196,273,242,184,398,271,194,217,104,148,125,40.5
 15046,ZCTA5 15046,34,38,42,81,76,70,31,27,60,36,54,57,62,146,55,10,14,13,43.5
 15047,ZCTA5 15047,695,795,825,641,512,811,917,948,709,823,724,935,551,764,594,487,398,264,40.3
 15048,ZCTA5 15048,381,356,360,420,289,285,376,473,331,329,411,521,742,582,362,180,226,252,46.9
 15049,ZCTA5 15049,358,384,478,641,590,552,564,614,607,621,698,755,949,606,698,480,422,526,49.3
 15050,ZCTA5 15050,0,13,0,11,9,55,30,0,22,14,0,7,14,34,17,12,0,0,42
 15051,ZCTA5 15051,395,401,539,794,447,631,719,729,601,755,761,599,1310,807,587,514,226,284,47.3
 15052,ZCTA5 15052,706,602,535,601,853,790,571,930,566,628,1009,927,1070,878,823,431,196,246,45.1
 15053,ZCTA5 15053,103,136,74,49,135,159,193,36,180,102,167,218,113,254,204,72,35,55,49.3
 15054,ZCTA5 15054,1789,1461,1967,2313,1763,1926,1973,1946,1862,2543,2093,2540,3910,2749,1952,1216,949,1247,47.5
 15055,ZCTA5 15055,487,655,831,678,530,785,1079,435,1031,802,880,912,729,704,530,333,253,124,42
 15056,ZCTA5 15056,0,0,0,0,0,6,0,0,0,0,0,38,0,0,0,0,0,0,-
 15057,ZCTA5 15057,465,447,273,485,575,563,499,476,442,401,629,723,894,509,375,290,183,272,45.4
 15058,ZCTA5 15058,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,11,0,30.6
 15059,ZCTA5 15059,63,35,14,0,36,93,38,35,52,98,129,79,15,14,82,64,0,69,49.8
 15060,ZCTA5 15060,10,8,9,14,22,33,1,8,23,9,4,24,5,17,0,8,3,21,40.4
 15061,ZCTA5 15061,0,25,64,0,10,18,17,0,13,0,114,8,0,53,81,63,20,30,52.8
 15062,ZCTA5 15062,5,2,3,17,23,25,27,3,8,52,33,45,20,15,16,11,10,10,49.9
 15063,ZCTA5 15063,13,14,37,0,0,13,40,0,25,33,0,26,6,7,0,33,0,0,41.3
 15064,ZCTA5 15064,12,28,44,44,0,24,47,25,40,125,32,138,96,95,190,13,16,18,57.3
 15065,ZCTA5 15065,497,484,503,544,561,518,436,563,702,669,533,800,1122,706,571,81,83,394,45.5
 15066,ZCTA5 15066,451,397,365,427,403,407,722,373,236,348,600,674,527,860,535,263,176,202,47.6
 15067,ZCTA5 15067,0,39,71,19,0,99,15,19,18,86,47,62,21,94,47,19,0,0,46.2
 15068,ZCTA5 15068,0,0,2,9,13,0,9,0,18,22,0,0,9,0,0,0,0,0,42.5
 15069,ZCTA5 15069,24,23,17,46,34,29,22,11,7,35,65,56,32,15,23,6,0,11,48
 15070,ZCTA5 15070,451,205,249,288,135,406,291,326,366,426,517,554,672,389,474,189,191,165,50
 15071,ZCTA5 15071,1347,1585,2059,1700,1036,1396,1408,2018,1808,1671,1973,1815,1384,1426,912,726,422,278,39.7
 15072,ZCTA5 15072,1611,1116,1737,1541,986,1907,1202,1679,1693,1635,1741,2130,2095,1758,1299,827,635,646,44.2
 15073,ZCTA5 15073,1619,1764,1680,1431,1007,1614,1813,2122,1775,1964,2068,2130,2327,2106,2386,1280,838,961,46.6
 15074,ZCTA5 15074,510,256,455,519,613,709,452,518,400,472,474,464,546,525,392,244,211,195,39.4
 15075,ZCTA5 15075,1140,1090,727,465,864,1234,1635,1841,953,950,1191,1309,1776,1365,1228,636,481,665,44.1
 15076,ZCTA5 15076,1852,2709,2420,2967,2576,3015,2285,3334,2582,2524,2422,2940,2810,2269,2460,1730,1087,932,40.6
 15077,ZCTA5 15077,355,322,426,668,237,348,235,334,287,158,230,439,435,214,212,116,120,105,36.5
 15078,ZCTA5 15078,225,183,284,92,195,297,268,211,101,177,172,308,229,123,121,107,55,37,35.6
 15079,ZCTA5 15079,589,681,1003,546,428,677,1101,1040,840,710,676,992,1248,1311,1006,596,285,438,46.2
 15080,ZCTA5 15080,1331,787,873,901,1125,1145,1534,784,1051,966,963,1581,1133,912,896,878,439,837,42.4
 15081,ZCTA5 15081,802,971,1353,1043,943,1219,1282,827,840,1040,1675,1483,1830,1350,860,634,548,520,46.3
 15082,ZCTA5 15082,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20.5
 15083,ZCTA5 15083,399,430,312,262,352,547,549,372,604,307,225,498,1046,382,282,125,63,146,42.4
 15084,ZCTA5 15084,388,504,545,650,340,560,775,643,425,562,990,756,821,791,552,547,105,149,46.8
 15085,ZCTA5 15085,181,426,499,422,403,423,569,417,372,192,501,693,921,750,446,363,214,612,53
 15086,ZCTA5 15086,1035,1073,1299,986,858,1119,1667,1306,811,873,1241,1692,1373,1372,933,511,443,795,42.1
 15087,ZCTA5 15087,206,244,422,341,162,546,364,484,221,648,348,364,431,365,391,230,161,105,45.3
 15088,ZCTA5 15088,178,288,218,370,289,301,350,179,170,311,353,675,285,393,166,164,155,158,47.6
 15089,ZCTA5 15089,1480,1058,1393,1654,723,1588,1566,1673,1346,1452,1444,1752,1580,1359,1342,805,469,371,41.6
 15090,ZCTA5 15090,515,470,401,592,376,575,898,316,513,715,667,688,858,833,649,440,340,347,48.2
 15091,ZCTA5 15091,315,433,291,216,125,347,405,376,644,405,515,474,515,408,506,332,178,249,47.7
 15092,ZCTA5 15092,259,186,215,165,168,119,305,176,164,147,140,242,277,317,23,57,55,69,38.9
 15093,ZCTA5 15093,41,113,90,24,155,119,37,26,197,143,85,62,160,124,180,66,13,0,45.5
 15094,ZCTA5 15094,1172,1244,1773,1196,894,780,894,1216,1370,1440,2012,1539,1366,1155,1092,984,847,1150,47.2
 15095,ZCTA5 15095,164,164,169,197,154,254,223,260,151,146,339,341,474,406,192,127,103,90,51.5
 15096,ZCTA5 15096,253,207,506,312,547,201,455,455,211,497,273,455,536,766,355,182,132,185,46
 15097,ZCTA5 15097,1553,1433,1225,1395,1755,1607,1718,1766,1872,1808,2093,1912,2229,1817,1663,1023,849,833,44.9
 15098,ZCTA5 15098,991,833,603,705,612,1190,1247,780,587,769,1190,1175,1365,1401,1002,640,498,1106,50.3
 15099,ZCTA5 15099,167,142,196,96,120,198,299,192,36,72,177,136,234,95,108,66,38,42,34.7
 15100,ZCTA5 15100,417,282,208,405,618,2510,1880,1348,758,480,564,701,756,700,484,257,241,408,35.6
 15101,ZCTA5 15101,1060,885,843,670,1064,2380,1872,1765,1193,908,1014,1210,1484,1161,785,667,319,510,38.1
 15102,ZCTA5 15102,65,148,256,146,2484,2264,1254,801,495,307,223,505,396,270,209,274,45,160,29.5
 15103,ZCTA5 15103,556,406,281,444,463,926,912,485,390,572,297,773,609,379,317,145,149,172,37
 15104,ZCTA5 15104,1565,1187,1079,995,1395,2083,2290,1845,1513,1367,1267,1340,2031,1554,1169,616,230,420,38.2
 15105,ZCTA5 15105,1468,1157,1322,1043,1931,3636,3841,2284,1965,1185,2072,1537,1522,1332,965,676,485,895,35.6
 15106,ZCTA5 15106,647,460,635,417,547,873,774,487,680,536,589,719,774,613,491,419,354,392,42.2
 15107,ZCTA5 15107,573,689,681,455,425,703,918,480,478,411,353,330,585,580,552,410,237,177,35.3
 15108,ZCTA5 15108,447,512,442,654,546,809,1140,812,696,532,1132,690,1256,1090,351,452,231,204,44.4
 15109,ZCTA5 15109,1134,1530,1861,1840,1593,2249,2375,1525,1717,1281,1730,1654,1981,1537,977,588,368,284,36.4
 15110,ZCTA5 15110,439,225,97,201,1045,1720,1454,699,499,412,433,746,695,680,462,316,274,170,35.9
 15111,ZCTA5 15111,1427,785,1212,1009,1427,2537,3076,2256,1737,1080,2080,1899,2423,1536,1175,575,450,572,39.7
 15112,ZCTA5 15112,367,249,143,9755,10582,1866,979,594,228,441,572,644,660,656,417,388,373,496,21.1
 15113,ZCTA5 15113,903,846,906,772,1193,990,1197,999,728,844,757,1264,711,951,530,436,342,350,38
 15114,ZCTA5 15114,616,732,860,827,524,676,826,951,749,729,768,896,880,950,607,431,236,389,41.8
 15115,ZCTA5 15115,1241,1137,1159,1198,1018,1850,2022,1895,1594,1045,1283,1455,1593,1209,988,471,301,675,38.8
 15116,ZCTA5 15116,1251,1543,1288,1146,2755,2152,2206,2067,1842,1574,1245,1322,1284,1648,1655,741,556,513,37.5
 15117,ZCTA5 15117,563,795,639,717,678,1136,1384,1276,862,975,856,745,823,878,578,491,119,182,38.4
 15118,ZCTA5 15118,785,591,666,527,1097,1184,991,577,508,391,413,487,617,566,509,403,208,160,32.4
 15119,ZCTA5 15119,1199,917,753,569,546,2032,2121,1951,873,853,776,1202,1437,1253,575,560,491,427,38
 15120,ZCTA5 15120,1682,1482,1321,1144,1597,2161,3069,1823,1655,1496,1310,2129,2371,2165,1503,1267,667,741,41.6
 15121,ZCTA5 15121,66,22,51,797,844,774,602,643,233,109,134,236,291,336,122,92,51,15,31.3
 15122,ZCTA5 15122,257,257,289,263,332,430,746,531,348,342,468,497,593,479,236,353,156,131,43.3
 15123,ZCTA5 15123,405,184,294,453,816,1959,1655,886,640,519,262,428,616,528,566,248,156,258,33.9
 15124,ZCTA5 15124,33,13,39,70,61,61,47,58,79,49,37,54,86,86,75,52,25,21,47.1
 15125,ZCTA5 15125,920,451,318,711,639,1183,1377,720,743,1237,788,696,1077,852,603,461,325,572,43.8
 15126,ZCTA5 15126,1622,1411,1653,1321,1366,1878,2365,2604,1707,1605,1593,1711,2519,2071,1380,967,791,819,41.3
 15127,ZCTA5 15127,729,1300,1602,1301,456,704,1410,1191,1398,1499,1451,1167,970,1044,797,695,364,323,41.4
 15128,ZCTA5 15128,1368,938,601,530,872,970,1592,1154,1050,827,950,751,1269,689,810,478,211,348,38.5
 15129,ZCTA5 15129,257,195,279,522,2526,2582,1667,740,358,454,274,307,334,393,412,197,132,313,28.9
 15130,ZCTA5 15130,94,79,137,95,240,300,384,218,191,166,109,185,192,180,76,61,51,25,35.8
 15131,ZCTA5 15131,518,1027,736,646,560,1156,1263,776,1338,581,678,1207,868,877,619,657,416,326,42.3
 15132,ZCTA5 15132,1851,2278,1729,1788,1659,2220,1992,2606,1719,2100,2037,2005,2562,2793,1801,1279,1018,946,43.1
 15133,ZCTA5 15133,1538,1788,1128,1665,1386,2416,2066,1884,2148,1619,2068,2328,2408,2162,1577,1346,770,1122,44.2
 15134,ZCTA5 15134,2638,2701,2400,2299,1707,2346,3202,3213,2959,2609,2421,2537,3132,3212,2746,1605,1002,1420,42.3
 15135,ZCTA5 15135,653,784,846,796,261,333,796,865,524,979,870,805,1039,1090,744,538,372,510,48.2
 15136,ZCTA5 15136,1334,1578,1114,964,798,1356,1254,1332,1380,1411,1412,1438,1600,1465,841,868,530,654,43.7
 15137,ZCTA5 15137,1227,1485,1635,1448,963,680,1075,1045,1472,1503,1886,1979,1192,1180,797,735,425,1096,44.6
 15138,ZCTA5 15138,575,864,795,609,237,321,752,881,730,646,786,1096,1053,886,1007,742,558,791,51.4
 15139,ZCTA5 15139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 15140,ZCTA5 15140,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27.5
 15141,ZCTA5 15141,0,0,0,2247,1840,512,314,291,148,182,97,99,39,21,24,0,0,0,21
 15142,ZCTA5 15142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 15143,ZCTA5 15143,2552,2953,2221,2769,3026,3038,2821,3291,2452,2851,3117,3690,4262,3120,2615,2255,1544,1606,44.9
 15144,ZCTA5 15144,16,11,5,2,6,23,13,8,12,14,15,45,16,22,14,5,9,4,52.6
 15145,ZCTA5 15145,38,22,25,60,35,36,46,44,32,83,70,106,139,117,109,16,49,6,56.7
 15146,ZCTA5 15146,265,197,246,282,225,263,175,282,266,217,214,341,336,244,201,87,83,48,40.7
 15147,ZCTA5 15147,0,24,25,38,21,11,22,23,22,50,27,36,22,45,31,10,4,11,47.1
 15148,ZCTA5 15148,307,193,241,191,229,159,255,234,117,211,326,164,239,208,209,103,47,95,38.7
 15149,ZCTA5 15149,90,41,95,54,87,46,26,38,39,59,51,49,20,43,5,40,9,0,29.6
 15150,ZCTA5 15150,20,35,23,0,5,25,4,4,13,32,0,0,8,29,22,0,2,0,32.8
 15151,ZCTA5 15151,2688,3019,2568,2294,1847,2131,3181,3300,3058,2448,2846,2919,2880,2723,2225,1427,822,1059,41.2
 15152,ZCTA5 15152,224,267,399,283,198,290,273,252,229,492,447,594,221,489,93,343,90,79,46.8
 15153,ZCTA5 15153,135,166,93,126,199,153,32,217,73,124,38,198,113,97,90,47,28,20,36.3
 15154,ZCTA5 15154,61,52,89,199,76,92,101,58,165,116,111,110,124,86,99,65,5,31,43.2
 15155,ZCTA5 15155,214,247,143,202,256,218,256,198,165,336,329,240,208,254,272,98,112,81,45.1
 15156,ZCTA5 15156,55,46,35,35,60,81,46,28,26,23,45,48,60,59,65,37,11,7,39.6
 15157,ZCTA5 15157,0,0,0,0,0,94,0,0,0,0,0,0,97,3,9,19,0,0,63.2
 15158,ZCTA5 15158,95,78,33,94,78,101,43,56,101,116,51,99,115,141,87,43,64,7,45.8
 15159,ZCTA5 15159,58,62,106,109,86,92,34,71,117,79,141,136,119,99,87,65,18,11,45.5
 15160,ZCTA5 15160,126,271,249,196,275,253,255,346,192,399,531,552,448,540,279,426,175,26,51.9
 15161,ZCTA5 15161,0,92,16,66,12,48,37,28,44,47,60,54,56,33,48,75,2,3,45.8
 15162,ZCTA5 15162,270,398,241,398,833,331,454,333,775,748,625,324,811,726,524,414,295,104,48.1
 15163,ZCTA5 15163,152,76,82,183,55,46,127,111,43,88,113,111,105,92,86,42,27,4,37.1
 15164,ZCTA5 15164,15,75,2,62,53,2,22,20,30,22,2,0,7,14,9,0,1,0,20.5
 15165,ZCTA5 15165,33,24,30,29,33,48,19,32,28,31,63,37,41,23,27,4,14,8,42
 15166,ZCTA5 15166,109,99,116,83,71,115,110,61,135,47,90,109,134,141,91,38,16,0,40.8
 15167,ZCTA5 15167,95,31,66,96,13,39,86,79,35,15,95,93,144,36,246,68,33,23,54.8
 15168,ZCTA5 15168,28,31,72,50,19,49,25,43,58,44,25,13,34,57,20,32,9,6,39.4
 15169,ZCTA5 15169,205,340,295,238,102,213,366,418,392,191,365,495,470,393,303,157,99,96,45
 15170,ZCTA5 15170,112,121,131,35,139,73,107,77,122,135,69,123,144,84,63,77,4,41,41.7
 15171,ZCTA5 15171,85,62,84,39,137,67,63,68,76,54,90,38,197,97,73,37,38,38,44
 15172,ZCTA5 15172,0,21,24,34,10,9,27,40,39,18,105,61,12,20,25,34,0,8,52.1
 15173,ZCTA5 15173,10,0,0,10,12,0,0,0,0,22,1,0,11,20,0,16,0,0,45.9
 15174,ZCTA5 15174,0,0,0,20,0,0,0,15,0,0,16,0,0,3,15,0,0,0,39
 15175,ZCTA5 15175,35,70,64,58,152,48,71,157,89,69,143,132,135,85,85,70,14,32,45.8
 15176,ZCTA5 15176,0,9,31,25,93,45,23,0,0,112,19,13,28,17,12,0,11,83,47.6
 15177,ZCTA5 15177,60,83,74,72,8,73,146,105,26,6,58,74,0,15,51,34,58,0,33.6
 15178,ZCTA5 15178,20,46,33,24,106,53,26,17,46,46,36,51,72,41,35,27,14,19,42.9
 15179,ZCTA5 15179,0,0,3,3,4,3,0,0,3,4,0,3,4,22,4,9,0,0,69.1
 15180,ZCTA5 15180,81,36,28,49,60,90,101,50,142,94,122,78,101,119,91,140,10,68,49.8
 15181,ZCTA5 15181,48,48,73,37,203,42,47,25,91,73,177,77,24,98,31,0,9,8,41.6
 15182,ZCTA5 15182,9,21,3,29,6,12,0,54,27,0,2,3,1,4,1,0,0,1,36.4
 15183,ZCTA5 15183,90,54,92,119,116,33,69,110,204,61,119,148,143,157,81,63,21,30,43.5
 15184,ZCTA5 15184,0,0,0,12,0,0,0,0,20,11,0,0,56,0,0,24,0,0,60.5
 15185,ZCTA5 15185,51,42,14,43,43,12,112,35,37,24,59,67,35,47,35,19,2,8,37.8
 15186,ZCTA5 15186,71,39,0,0,33,67,89,36,0,50,51,0,17,19,56,21,0,17,34.5
 15187,ZCTA5 15187,27,28,42,42,59,55,13,46,25,33,60,65,74,52,30,30,24,11,47.3
 15188,ZCTA5 15188,35,8,25,11,16,16,12,5,10,0,12,12,15,10,2,4,2,5,27.3
 15189,ZCTA5 15189,0,0,0,24,0,0,0,0,0,9,59,8,52,291,41,0,20,0,66.3
 15190,ZCTA5 15190,435,828,910,878,283,342,229,464,660,834,717,1029,694,590,381,170,25,31,42.6
 15191,ZCTA5 15191,53,14,11,38,14,27,38,9,15,7,49,21,29,43,14,8,9,20,40.7
 15192,ZCTA5 15192,607,594,622,1148,1006,932,814,628,962,934,887,941,1018,894,931,309,343,316,43.5
 15193,ZCTA5 15193,37,72,64,127,72,89,51,72,78,172,87,124,146,126,72,49,17,53,48.1
 15194,ZCTA5 15194,26,44,43,53,10,35,14,30,16,52,71,29,145,47,26,11,5,12,51.2
 15195,ZCTA5 15195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
 15196,ZCTA5 15196,0,7,0,12,3,0,6,0,9,4,4,7,1,8,1,3,6,0,41.9
 15197,ZCTA5 15197,65,77,33,22,34,87,24,36,18,24,33,66,34,30,25,21,12,14,32.3
 15198,ZCTA5 15198,1611,1657,1609,1410,1574,2230,1748,1681,1638,1804,2091,1827,2080,2169,1780,1255,759,925,44.1
 15199,ZCTA5 15199,122,80,53,29,68,0,199,56,88,0,30,58,94,42,32,0,0,18,34.2
 15200,ZCTA5 15200,26,35,58,51,25,16,50,39,44,38,47,51,52,44,60,42,22,1,45.3
 15201,ZCTA5 15201,17,7,4,0,26,8,18,13,4,5,27,9,15,7,10,6,26,8,52.3
 15202,ZCTA5 15202,0,0,32,27,8,0,4,0,21,36,0,21,9,56,43,45,0,0,62.2
 15203,ZCTA5 15203,91,6,13,0,63,29,60,46,42,17,30,30,33,71,0,17,21,0,37.5
 15204,ZCTA5 15204,218,367,319,551,645,381,500,316,377,568,520,785,718,551,438,308,145,179,47.7
 15205,ZCTA5 15205,75,149,59,908,1052,110,166,55,135,171,100,139,109,157,45,70,75,221,21.9
 15206,ZCTA5 15206,0,27,29,32,0,0,0,28,28,3,3,0,0,15,8,9,0,0,38.1
 15207,ZCTA5 15207,0,0,0,0,0,0,12,0,0,0,0,0,49,0,15,11,0,9,62.5
 15208,ZCTA5 15208,31,39,26,42,0,0,61,0,39,76,20,29,40,0,22,0,0,0,42.5
 15209,ZCTA5 15209,70,189,125,178,127,36,127,74,97,104,132,135,128,135,119,67,29,17,41
 15210,ZCTA5 15210,19,80,96,85,109,90,68,108,84,175,113,151,206,216,119,83,62,55,51.7
 15211,ZCTA5 15211,1013,888,984,1116,1152,863,1160,1138,904,1148,1164,1607,1389,1319,910,630,410,558,44.8
 15212,ZCTA5 15212,32,26,70,35,29,30,93,26,90,92,48,49,93,94,43,38,14,16,46
 15213,ZCTA5 15213,103,84,156,135,59,64,80,145,126,126,153,99,183,111,64,73,29,50,44.3
 15214,ZCTA5 15214,40,27,64,12,0,26,0,55,36,13,32,40,4,65,30,0,0,0,38.8
 15215,ZCTA5 15215,0,6,30,18,11,14,19,4,39,6,25,11,28,25,44,0,0,11,47.8
 15216,ZCTA5 15216,324,232,194,189,211,185,199,187,243,352,307,283,524,239,177,129,176,115,47.6
 15217,ZCTA5 15217,8,29,10,14,10,5,63,27,13,20,39,17,15,27,18,14,9,28,47.2
 15218,ZCTA5 15218,19,0,0,0,19,0,0,0,0,0,120,61,100,66,121,128,45,19,68.3
 15219,ZCTA5 15219,0,9,2,31,17,5,3,51,16,29,8,11,31,7,29,6,11,6,45.4
 15220,ZCTA5 15220,0,0,0,0,0,0,0,0,0,0,0,22,45,10,27,0,0,8,62.8
 15221,ZCTA5 15221,106,241,77,52,76,151,217,101,126,211,146,155,189,211,134,64,48,71,47
 15222,ZCTA5 15222,144,151,85,45,330,276,379,111,128,69,227,189,137,93,120,126,40,44,34.2
 15223,ZCTA5 15223,105,124,129,116,79,133,85,212,108,127,195,270,199,182,56,62,56,34,46.3
 15224,ZCTA5 15224,0,0,23,27,0,0,23,0,24,0,0,0,12,33,23,0,0,0,42.8
 15225,ZCTA5 15225,168,72,56,177,64,105,252,68,109,122,140,74,143,125,138,172,39,87,44.1
 15226,ZCTA5 15226,64,81,0,0,8,115,0,0,0,0,7,12,0,6,0,0,0,0,22.2
 15227,ZCTA5 15227,77,59,49,111,137,40,0,97,215,0,0,30,0,0,33,0,0,0,21.9
 15228,ZCTA5 15228,177,197,73,205,12,143,97,229,264,101,145,168,285,214,110,32,183,201,45.7
 15229,ZCTA5 15229,0,0,0,17,0,0,0,0,0,0,0,0,0,32,0,16,0,0,69
 15230,ZCTA5 15230,0,146,0,0,0,45,1,2,6,0,2,5,0,0,0,18,12,0,8.7
 15231,ZCTA5 15231,0,9,0,0,19,26,0,0,0,26,26,0,42,0,48,0,0,8,52.5
 15232,ZCTA5 15232,0,149,41,21,23,0,0,8,40,153,111,26,5,27,52,9,0,54,46.9
 15233,ZCTA5 15233,0,0,14,8,67,369,356,404,160,195,206,198,72,69,40,27,5,0,37.8
 15234,ZCTA5 15234,54,108,67,0,29,49,6,50,0,34,60,143,87,11,18,21,19,55,50.2
 15235,ZCTA5 15235,0,20,19,39,42,0,0,0,0,0,56,26,0,0,0,0,0,0,24.5
 15236,ZCTA5 15236,33,31,27,54,0,0,44,33,0,62,68,92,9,33,0,30,0,37,48.8
 15237,ZCTA5 15237,128,75,36,64,230,172,2,123,31,147,144,232,255,384,131,61,63,16,54.9
 15238,ZCTA5 15238,167,143,375,42,64,209,52,76,89,119,299,144,166,85,85,85,94,99,43.6
 15239,ZCTA5 15239,59,175,70,162,111,135,108,115,94,143,80,90,82,72,79,88,62,68,36.9
 15240,ZCTA5 15240,14,27,2,13,2,32,2,0,8,3,8,22,13,8,3,0,10,6,28.8
 15241,ZCTA5 15241,211,325,179,170,165,386,169,271,176,148,297,288,274,243,161,50,69,126,39.6
 15242,ZCTA5 15242,0,0,42,44,15,0,0,41,0,21,0,39,13,0,0,0,11,0,36.3
 15243,ZCTA5 15243,0,0,0,78,0,0,0,0,0,22,10,50,95,65,16,0,0,0,60.2
 15244,ZCTA5 15244,108,50,64,91,94,125,94,59,86,141,156,146,93,117,46,30,8,77,46.8
 15245,ZCTA5 15245,0,87,0,0,6,0,0,18,21,95,0,12,29,96,27,0,8,0,45.8
 15246,ZCTA5 15246,44,65,38,72,13,20,33,17,17,22,5,33,35,11,34,10,5,20,26.3
 15247,ZCTA5 15247,0,5,4,10,2,0,0,0,13,10,12,4,0,45,11,4,0,0,61.5
